Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"Y Liu, J Lin, Q Zeng, M Jiang…",Towards semantically guided traceability,2020,2020 IEEE 28th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9218137/,"https://scholar.google.com/scholar?cites=2991929948995323582&as_sdt=2005&sciodt=0,5&hl=en",129,08/02/2022 12:39,,,,,,,,,3,1.5,1,5,2,"… technique which leverages source code, project … traceability results and to provide explanations of the results. Our approach overcomes existing problems with deep-learning traceability …",https://par.nsf.gov/servlets/purl/10166967,"https://scholar.google.com/scholar?q=related:vga4ym94hSkJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
0,"J Lin, Y Liu, J Cleland-Huang",Information retrieval versus deep learning approaches for generating traceability links in bilingual projects,2022,Empirical Software Engineering,Springer,https://link.springer.com/article/10.1007/s10664-021-10050-0,,131,08/02/2022 12:39,,10.1007/s10664-021-10050-0,,,,,,,0,0,0,3,1,"… This is a critical limitation for trace link recovery, as software artifacts tend to include a large … therefore often achieve better results on specific NLP tasks than RNN models. Researchers …",,"https://scholar.google.com/scholar?q=related:9fzHR7hyOZYJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
9,JM Florez,Automated fine-grained requirements-to-code traceability link recovery,2019,2019 IEEE/ACM 41st International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8802680/,"https://scholar.google.com/scholar?cites=17619605591614109660&as_sdt=2005&sciodt=0,5&hl=en",132,08/02/2022 12:39,,,,,,,,,9,3,9,1,3,"… Our proposed work for this goal is very similar to that detailed in the previous section, except in this case we will be looking for evidence of regularity in source code instead of natural …","https://scholar.google.com/scholar?output=instlink&q=info:3Del0u5phfQJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=3176531631322508003&oi=lle","https://scholar.google.com/scholar?q=related:3Del0u5phfQJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
0,"T Hey, F Chen, S Weigelt…",Improving Traceability Link Recovery Using Fine-grained Requirements-to-Code Relations,2021,2021 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9609109/,,135,08/02/2022 12:39,,,,,,,,,0,0,0,4,1,… Requirements traceability empowers many down stream tasks of the software development … The availability of traceability links between any type of requirement and source code boosts …,"https://scholar.google.com/scholar?output=instlink&q=info:3GPzV7OtIY4J:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=2856224378484719495&oi=lle","https://scholar.google.com/scholar?q=related:3GPzV7OtIY4J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
12,"N Ali, H Cai, A Hamou-Lhadj, J Hassine",Exploiting Parts-of-Speech for effective automated requirements traceability,2019,Information and Software …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0950584918302040,"https://scholar.google.com/scholar?cites=14355472073607472217&as_sdt=2005&sciodt=0,5&hl=en",143,08/02/2022 12:39,,,,,,,,,12,4,3,4,3,… requirements and the source code comments and identifiers. … a potential trace link between a requirement and a source code … trace link recovery approach we used tagged source code …,https://spectrum.library.concordia.ca/id/eprint/984566/1/Exploiting-Parts-of-Speech-for-Effective-Automat_2018_Information-and-Softwa.pdf,"https://scholar.google.com/scholar?q=related:WeRp2srhOMcJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
2,"J Keim, Y Schneider, A Koziolek",Towards consistency analysis between formal and informal software architecture artefacts,2019,2019 IEEE/ACM 2nd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8815606/,"https://scholar.google.com/scholar?cites=17252437188039454155&as_sdt=2005&sciodt=0,5&hl=en",144,08/02/2022 12:39,,,,,,,,,2,0.67,1,3,3,"… ments, we plan to create traceability links and check whether … aim to use natural language processing (NLP) and natural … traceability that usually spans requirements and source code …",https://sdqweb.ipd.kit.edu/publications/pdfs/keim2019ecase.pdf,"https://scholar.google.com/scholar?q=related:y63UFjf4bO8J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
4,"L Chen, D Wang, J Wang…",Enhancing unsupervised requirements traceability with sequential semantics,2019,2019 26th Asia-Pacific …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8945641/,"https://scholar.google.com/scholar?cites=9733255137684674978&as_sdt=2005&sciodt=0,5&hl=en",150,08/02/2022 12:39,,,,,,,,,4,1.33,1,4,3,"… capturing the semantics of software artifacts, and this paper … the Sequential Semantics of software artifacts to generate the … For example, in text mining, a long sentence as a sequence …","https://scholar.google.com/scholar?output=instlink&q=info:otnwjfp3E4cJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=7784590581320718838&oi=lle","https://scholar.google.com/scholar?q=related:otnwjfp3E4cJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
9,"KS Divya, R Subha, S Palaniswami",Similar words identification using naive and tf-idf method,2014,International Journal of …,j.mecs-press.net,https://j.mecs-press.net/ijitcs/ijitcs-v6-n11/IJITCS-V6-N11-6.pdf,"https://scholar.google.com/scholar?cites=7882696246912634258&as_sdt=2005&sciodt=0,5&hl=en",152,08/02/2022 12:39,PDF,,,,,,,,9,1.13,3,3,8,"… (IR) and text mining methods to … traceability links between documentation and source code, using an information retrieval method, namely Latent Semantic Indexing [6]. The traceability …",https://j.mecs-press.net/ijitcs/ijitcs-v6-n11/IJITCS-V6-N11-6.pdf,"https://scholar.google.com/scholar?q=related:kk2I5Xj2ZG0J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
0,"Y Huang, Z Liu, X Chen, X Luo",Automatic Matching Release Notes and Source Code by Generating Summary for Software Change,2016,2016 6th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8039090/,,153,08/02/2022 12:39,,,,,,,,,0,0,0,4,6,"… , TNC (recovering Traceability links between release Notes and source Code), to handle the … to recovery traceability links between release notes and source code by generating the …",,"https://scholar.google.com/scholar?q=related:k62m4JfG6hgJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
16,"Y Zhang, C Wan, B Jin",An empirical study on recovering requirement-to-code links,2016,2016 17th IEEE/ACIS International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7515889/,"https://scholar.google.com/scholar?cites=9440017976012269009&as_sdt=2005&sciodt=0,5&hl=en",162,08/02/2022 12:39,,,,,,,,,16,2.67,5,3,6,"… of the requirements with the support of natural language processing (NLP) techniques. … information potentially contained in source code. In traceability links, source code related to the …",,"https://scholar.google.com/scholar?q=related:0WWDdVWuAYMJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
66,"A Mahmoud, N Niu",On the role of semantics in automated requirements tracing,2015,Requirements Engineering,Springer,https://link.springer.com/article/10.1007/s00766-013-0199-y,"https://scholar.google.com/scholar?cites=12813160000459244252&as_sdt=2005&sciodt=0,5&hl=en",163,08/02/2022 12:39,,10.1007/s00766-013-0199-y,,,,,,,66,9.43,33,2,7,"… in natural language processing (NLP) … source code files [71], detecting high-level conceptual code clones [72], and recovering traceability links between documentation and source code …",http://homepages.uc.edu/~niunn/papers/REJ15-Semantics.pdf,"https://scholar.google.com/scholar?q=related:3AKeJSJ90bEJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
0,"L Chen, D Wang, L Shi, Q Wang",A Self-enhanced Automatic Traceability Link Recovery via Structure Knowledge Mining for Small-scale Labeled Data,2021,2021 IEEE 45th Annual …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9529509/,,178,08/02/2022 12:39,,,,,,,,,0,0,0,4,1,… [16] combined IR technology with closeness measure on a method call and data type dependencies in source code to improve IR-based traceability recovery. Panichella et al. [17] …,"https://scholar.google.com/scholar?output=instlink&q=info:QRP_gdOBnuYJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=10697415487378344929&oi=lle","https://scholar.google.com/scholar?q=related:QRP_gdOBnuYJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
1,"JM Champagne, DL Carver",Discovering relationships among software artifacts,2020,2020 IEEE Aerospace …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9172288/,"https://scholar.google.com/scholar?cites=8161388703736983584&as_sdt=2005&sciodt=0,5&hl=en",188,08/02/2022 12:39,,,,,,,,,1,0.5,1,2,2,… IR techniques for building the semantic traceability between the use case documentation and … on natural language requirements using Natural Language Processing (NLP) techniques. […,"https://scholar.google.com/scholar?output=instlink&q=info:IPAgAMkTQ3EJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=141852844201264603&oi=lle","https://scholar.google.com/scholar?q=related:IPAgAMkTQ3EJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
133,"C Arora, M Sabetzadeh, L Briand…",Automated checking of conformance to requirements templates using natural language processing,2015,IEEE transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7100933/,"https://scholar.google.com/scholar?cites=11958907890563465688&as_sdt=2005&sciodt=0,5&hl=en",190,08/02/2022 12:39,,,,,,,,,133,19,33,4,7,"… is further a cornerstone of automated requirements traceability… artifacts such as design and source code. For example, Zou … -art on requirements traceability, including the range of NLP-…","https://scholar.google.com/scholar?output=instlink&q=info:2MGmjl2T9qUJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=13017884485714579588&oi=lle","https://scholar.google.com/scholar?q=related:2MGmjl2T9qUJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
0,"A Schlutter, A Vogelsang",Improving Trace Link Recovery using Semantic Relation Graphs and Spreading Activation,2021,International Working Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-73128-1_3,,198,08/02/2022 12:39,,10.1007/978-3-030-73128-1_3,,,,,,,0,0,0,2,1,"… Trace Link Recovery (TLR) is a common problem in software … language is used across different software artifacts. Thus, tools … In a former publication [21], we presented an NLP pipeline …",https://www.depositonce.tu-berlin.de/bitstream/11303/12581/5/schlutter_vogelsang_REFSQ2021.pdf,"https://scholar.google.com/scholar?q=related:W-N8QxsSqnkJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
17,"J Guo, N Monaikul…",Trace links explained: An automated approach for generating rationales,2015,2015 IEEE 23rd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7320423/,"https://scholar.google.com/scholar?cites=8074192012886495322&as_sdt=2005&sciodt=0,5&hl=en",204,08/02/2022 12:39,,,,,,,,,17,2.43,6,3,7,… Trace links can be created between diverse software artifacts … work on Domain-Specific Traceability and then in Section IV … It utilizes natural language processing (NLP) techniques to …,"https://scholar.google.com/scholar?output=instlink&q=info:WlBlWNtKDXAJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=15606346165898289021&oi=lle","https://scholar.google.com/scholar?q=related:WlBlWNtKDXAJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
27,"P Pruski, S Lohar, W Goss, A Rasin…",Tiqi: answering unstructured natural language trace queries,2015,Requirements …,Springer,https://link.springer.com/article/10.1007/s00766-015-0224-4,"https://scholar.google.com/scholar?cites=17985193282798943868&as_sdt=2005&sciodt=0,5&hl=en",210,08/02/2022 12:39,,10.1007/s00766-015-0224-4,,,,,,,27,3.86,5,5,7,… The goal of our research is therefore to make traceability … array of terminology in their NLP queries to describe relationships… generation of traceability relations between source code and …,,"https://scholar.google.com/scholar?q=related:fP74RQA-mPkJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
0,"D Fuchÿ, C Kocher, J Speit",Trace Link Recovery for Software Architecture Documentation,,sdqweb.ipd.kit.edu,,https://sdqweb.ipd.kit.edu/publications/pdfs/keim2021ecsa.pdf,,211,08/02/2022 12:39,PDF,,,,,,,,0,0,0,3,,"… Usually, automated trace link recovery is done for … Compared to architectural models, source code contains more … more thoroughly, using natural language processing (NLP) and NLU …",https://sdqweb.ipd.kit.edu/publications/pdfs/keim2021ecsa.pdf,"https://scholar.google.com/scholar?q=related:seGEYrADWsEJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
0,"D Kchaou, N Bouassida, H Ben-Abdallah",A New Approach for Traceability between UML Models,2017,ICSOFT,scitepress.org,https://www.scitepress.org/papers/2017/64300/64300.pdf,,267,08/02/2022 12:39,PDF,,,,,,,,0,0,0,3,5,"… Indeed, a major challenge in traceability consists in creating traceability links between … software artifacts produces usually wrong traceability links. For this purpose, a robust traceability …",https://www.scitepress.org/papers/2017/64300/64300.pdf,"https://scholar.google.com/scholar?q=related:YWHkJ5aDW5oJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
25,"P Heck, A Zaidman",Horizontal traceability for just‐in‐time requirements: the case for open source feature requests,2014,Journal of Software: Evolution and …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.1678,"https://scholar.google.com/scholar?cites=4252567134056616619&as_sdt=2005&sciodt=0,5&hl=en",277,08/02/2022 12:39,,10.1002/smr.1678,,,,,,,25,3.13,13,2,8,… a general background on traceability and then focus on horizontal requirements traceability. We … This option uses extra regular expressions to remove different types of source code. The …,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.572.977&rep=rep1&type=pdf,"https://scholar.google.com/scholar?q=related:qxLyAEcnBDsJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
33,"S Khatiwada, M Tushev, A Mahmoud",Just enough semantics: An information theoretic approach for IR-based software bug localization,2018,Information and Software …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0950584916302269,"https://scholar.google.com/scholar?cites=2272265906711036359&as_sdt=2005&sciodt=0,5&hl=en",291,08/02/2022 12:39,,,,,,,,,33,8.25,11,3,4,… similarity relations between source code and bug reports. … Short-text is a relatively recent Natural Language Processing (NLP… JSM has been used in software traceability tasks and it has …,"https://scholar.google.com/scholar?output=instlink&q=info:xwG-nM21iB8J:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=13814364174356393111&oi=lle","https://scholar.google.com/scholar?q=related:xwG-nM21iB8J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
39,"S Zamani, SP Lee, R Shokripour, J Anvik",A noun-based approach to feature location using time-aware term-weighting,2014,Information and Software …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0950584914000688,"https://scholar.google.com/scholar?cites=435861411368814424&as_sdt=2005&sciodt=0,5&hl=en",308,08/02/2022 12:39,,,,,,,,,39,4.88,10,4,8,"… source code that is pertinent to a change request. It is also part of other software evolution tasks, such as the recovery of traceability … is related to the text mining methods used to analyze …","https://scholar.google.com/scholar?output=instlink&q=info:WEfw86R9DAYJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=13153400243824705417&oi=lle","https://scholar.google.com/scholar?q=related:WEfw86R9DAYJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
11,"J Lin, Y Liu, J Guo, J Cleland-Huang…",Tiqi: A natural language interface for querying software project data,2017,2017 32nd IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8115714/,"https://scholar.google.com/scholar?cites=4203250104393551357&as_sdt=2005&sciodt=0,5&hl=en",312,08/02/2022 12:39,,,,,,,,,11,2.2,2,5,5,"… It is supported by a traceability domain model and algorithms … We have therefore replaced it with the NLP approach. During … The functional requirements, source code and test cases …",https://par.nsf.gov/servlets/purl/10056165,"https://scholar.google.com/scholar?q=related:_U2APrPxVDoJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
2,"G Liu, Y Lu, K Shi, J Chang, X Wei",Mapping bug reports to relevant source code files based on the vector space model and word embedding,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8736209/,"https://scholar.google.com/scholar?cites=5683361206673306534&as_sdt=2005&sciodt=0,5&hl=en",327,08/02/2022 12:39,,,,,,,,,2,0.67,0,5,3,"… In addition, as word embedding has proven to be helpful for various Natural Language Processing (NLP) tasks [11], [12], we also identify optimal word vectors and dimensions via …",https://ieeexplore.ieee.org/iel7/6287639/8600701/08736209.pdf,"https://scholar.google.com/scholar?q=related:pnP_3eda304J:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
5,"EE Bella, MP Gervais, R Bendraou…",Semi-supervised approach for recovering traceability links in complex systems,2018,… on Engineering of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8595075/,"https://scholar.google.com/scholar?cites=3828079183367475336&as_sdt=2005&sciodt=0,5&hl=en",356,08/02/2022 12:39,,,,,,,,,5,1.25,1,4,4,"… embedding has been successfully employed in various natural language processing tasks [14, 15]… Liu, “Recovering relationships between documentation and source code based on the …",https://hal.sorbonne-universite.fr/hal-01909152/file/2018_06_ICECCS_Effa_v1.pdf,"https://scholar.google.com/scholar?q=related:iJCvOLwRIDUJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
59,"A Mahmoud, G Williams","Detecting, classifying, and tracing non-functional software requirements",2016,Requirements Engineering,Springer,https://link.springer.com/article/10.1007/s00766-016-0252-8,"https://scholar.google.com/scholar?cites=13209928013490832603&as_sdt=2005&sciodt=0,5&hl=en",384,08/02/2022 12:39,,10.1007/s00766-016-0252-8,,,,,,,59,9.83,30,2,6,"… of source code to support NFR traceability link recovery. … art in NFR classification and traceability research, describe our … have been intensively used in NLP research. These methods …",https://www.download-paper.com/wp-content/uploads/2016/08/2016-springer-Detecting-classifying-and-tracing-non-functional-software-requirements.pdf,"https://scholar.google.com/scholar?q=related:20SaAIoXU7cJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
8,"S Hotomski, E Ben Charrada, M Glinz",Keeping evolving requirements and acceptance tests aligned with automatically generated guidance,2018,International Working Conference …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-77243-1_15,"https://scholar.google.com/scholar?cites=89912847541681669&as_sdt=2005&sciodt=0,5&hl=en",389,08/02/2022 12:39,,10.1007/978-3-319-77243-1_15,,,,,,,8,2,3,3,4,… Many researchers investigate requirements traceability for supporting change impact … automated traceability for change impact analyses. Others employ natural language processing. …,https://www.zora.uzh.ch/id/eprint/150655/1/Hotomski_BenCharrada_Glinz_REFSQ2018_pre.pdf,"https://scholar.google.com/scholar?q=related:BT53KkJvPwEJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
15,"P Pruski, S Lohar, R Aquanette, G Ott…",Tiqi: Towards natural language trace queries,2014,2014 IEEE 22nd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6912254/,"https://scholar.google.com/scholar?cites=14015923614043946110&as_sdt=2005&sciodt=0,5&hl=en",396,08/02/2022 12:39,,,,,,,,,15,1.88,3,5,8,… grammar of queries in the traceability domain or to build an … and tool supported by a traceability domain model and algo… generation of traceability relations between source code and …,"https://scholar.google.com/scholar?output=instlink&q=info:fjwZdkSQgsIJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=2319550643107826425&oi=lle","https://scholar.google.com/scholar?q=related:fjwZdkSQgsIJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
36,A Mahmoud,An information theoretic approach for extracting and tracing non-functional requirements,2015,2015 IEEE 23rd International Requirements …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7320406/,"https://scholar.google.com/scholar?cites=11015942747480109512&as_sdt=2005&sciodt=0,5&hl=en",413,08/02/2022 12:39,,,,,,,,,36,5.14,36,1,7,… in NFRs classification and traceability and motivates our … to investigate the effectiveness of text mining techniques in NFRs … traceability links between discovered NFRs and source code …,"https://scholar.google.com/scholar?output=instlink&q=info:yLGXWZB94JgJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022&scillfp=7148532648457699586&oi=lle","https://scholar.google.com/scholar?q=related:yLGXWZB94JgJ:scholar.google.com/&scioq=%22nlp%22%7C%22natural+language+processing%22%7C%22text+mining%22%7C%22text+extracting%22+%22traceability%22%7C%22trace+link%22+%22source+code%22%7C%22software+code%22%7C%22software+artifacts%22%7C%22software+artefacts%22&hl=en&as_sdt=0,5&as_ylo=2014&as_yhi=2022"
